case_index,contribution_type,source,herb_id,adr_id,original_score,feature,node_type,node_id,path_index,path_text,path_features,masked_score,score_drop
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,compound:480,compound,480,,,,0.9974395036697388,3.64184e-05
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,target:13438,target,13438,,,,0.997474730014801,1.1921e-06
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,target:9481,target,9481,,,,0.997474730014801,1.1921e-06
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,target:19336,target,19336,,,,0.9974748492240906,1.0729e-06
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,compound:1257,compound,1257,,,,0.9974755644798279,3.576e-07
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,compound:435,compound,435,,,,0.997475802898407,1.192e-07
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,compound:876,compound,876,,,,0.9974760413169861,-1.192e-07
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,compound:1243,compound,1243,,,,0.9974767565727234,-8.345e-07
17,node,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,compound:443,compound,443,,,,0.9975200295448303,-4.41074e-05
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:2,,,2,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #13438 ← Proteinuria,compound:480;target:13438,0.9974383115768433,3.76105e-05
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:1,,,1,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #19336 ← Proteinuria,compound:480;target:19336,0.9974384307861328,3.74913e-05
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:3,,,3,成分介导：地钱（Marchantia polymorpha） → Compound #1257 → Target #19336 ← Proteinuria,compound:1257;target:19336,0.9974744915962219,1.4305e-06
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:6,,,6,成分介导：地钱（Marchantia polymorpha） → Compound #435 → Target #19336 ← Proteinuria,compound:435;target:19336,0.9974746108055115,1.3113e-06
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:4,,,4,成分介导：地钱（Marchantia polymorpha） → Compound #876 → Target #19336 ← Proteinuria,compound:876;target:19336,0.9974749684333801,9.537e-07
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:5,,,5,成分介导：地钱（Marchantia polymorpha） → Compound #1243 → Target #19336 ← Proteinuria,compound:1243;target:19336,0.9974756836891174,2.384e-07
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:8,,,8,成分介导：地钱（Marchantia polymorpha） → Compound #443 → Target #9481 ← Proteinuria,compound:443;target:9481,0.9975188970565796,-4.29749e-05
17,path,pu_xmsat_global_unobserved_pairs,618,1810,0.9974759221076965,path:7,,,7,成分介导：地钱（Marchantia polymorpha） → Compound #443 → Target #19336 ← Proteinuria,compound:443;target:19336,0.9975190162658691,-4.30942e-05
18,node,pu_xmsat_global_unobserved_pairs,618,2095,0.9974706172943115,compound:480,compound,480,,,,0.9974297881126404,4.08292e-05
18,node,pu_xmsat_global_unobserved_pairs,618,2095,0.9974706172943115,target:11486,target,11486,,,,0.9974657297134399,4.8876e-06
18,node,pu_xmsat_global_unobserved_pairs,618,2095,0.9974706172943115,target:7213,target,7213,,,,0.9974672794342041,3.3379e-06
